1.0	0.0	3.379475864253354	26.55580120774571	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	1.0	3.0160042657934	29.42932086630077	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	2.0	4.6094859582577365	55.364540015768235	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	3.0	6.094617334009123	85.2546491926725	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	4.0	7.4833351382850894	119.74108224907303	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	5.0	8.880950987196963	158.9917712680108	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	6.0	10.138179035960214	203.1273909716909	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	7.0	11.439227989065625	257.8822536554938	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	8.0	12.594834399938808	299.7757323882614	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	9.0	13.935910582444627	362.81361088323763	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	10.0	14.921830484330485	400.96091524216524	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	11.0	16.270532242149862	473.0905450113181	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	12.0	17.065181339678418	509.3107650155022	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	13.0	18.32502033071293	583.8893105629348	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	14.0	19.29902807775378	663.533585313175	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	15.0	20.56373826903024	743.8833420229406	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	16.0	21.41686219302362	793.8257469106835	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	17.0	22.500924214417743	922.675415896488	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	18.0	23.55548428479795	1020.8631601453924	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	19.0	24.571215880893302	1083.0764267990075	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	20.0	25.32753209700428	1109.9061340941512	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	21.0	26.610019646365423	1219.0383104125738	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	22.0	27.12770809578107	1254.8601292284302	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	23.0	28.766583747927033	1457.9183250414594	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	24.0	28.687710843373495	1471.9821686746989	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	25.0	31.19452207937395	1835.78814980436	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	26.0	30.94154619736015	1560.833438089252	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	27.0	31.80054458815521	1662.7549353301565	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	28.0	33.231884057971016	1844.4666666666667	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	29.0	32.64322469982847	1707.7324185248713	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	30.0	32.96468401486989	1750.7490706319702	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	31.0	36.48292220113852	2373.742884250474	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	32.0	37.11732456140351	2268.031798245614	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	33.0	35.885	2019.565	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	34.0	39.02875816993464	2786.0483660130717	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	35.0	37.11781206171108	2179.1374474053296	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	36.0	38.0139751552795	2177.340062111801	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
1.0	37.0	40.28665568369028	2631.1598023064253	6.751713e6	1.0e7	4.0	0.67525034	0.1	0.67525034
