1.0	0.0	3.00802407221665	78.69107321965897	1002.0	1000.0	4.0	0.997	0.1	0.997
1.0	1.0	0.3333333333333333	0.3333333333333333	1002.0	1000.0	4.0	0.997	0.1	0.997
2.0	0.0	249.75	245529.75	1002.0	1000.0	4.0	0.997	0.1	0.997
2.0	1.0	0.001694915254237288	0.001694915254237288	1002.0	1000.0	4.0	0.997	0.1	0.997
1.0	0.0	3.0152402099313687	179.3178239806217	9969.0	10000.0	4.0	0.997	0.1	0.997
1.0	1.0	1.0	3.357142857142857	9969.0	10000.0	4.0	0.997	0.1	0.997
1.0	2.0	0.8	1.8	9969.0	10000.0	4.0	0.997	0.1	0.997
1.0	3.0	3.8333333333333335	67.16666666666667	9969.0	10000.0	4.0	0.997	0.1	0.997
1.0	4.0	5.333333333333333	75.33333333333333	9969.0	10000.0	4.0	0.997	0.1	0.997
1.0	5.0	1.0	3.0	9969.0	10000.0	4.0	0.997	0.1	0.997
1.0	6.0	3.3333333333333335	17.333333333333332	9969.0	10000.0	4.0	0.997	0.1	0.997
2.0	0.0	319.51612903225805	3.054224870967742e6	9969.0	10000.0	4.0	0.997	0.1	0.997
2.0	1.0	0.003925584570745861	0.00938726745178358	9969.0	10000.0	4.0	0.997	0.1	0.997
2.0	2.0	0.003925967470555244	0.0061693774537296695	9969.0	10000.0	4.0	0.997	0.1	0.997
2.0	3.0	0.011065006915629323	0.04149377593360996	9969.0	10000.0	4.0	0.997	0.1	0.997
2.0	4.0	0.015555555555555555	0.08222222222222222	9969.0	10000.0	4.0	0.997	0.1	0.997
2.0	6.0	0.1853932584269663	2.3876404494382024	9969.0	10000.0	4.0	0.997	0.1	0.997
2.0	7.0	0.007692307692307693	0.007692307692307693	9969.0	10000.0	4.0	0.997	0.1	0.997
2.0	15.0	0.19047619047619047	0.7619047619047619	9969.0	10000.0	4.0	0.997	0.1	0.997
2.0	20.0	0.3333333333333333	1.0	9969.0	10000.0	4.0	0.997	0.1	0.997
2.0	25.0	1.125	10.125	9969.0	10000.0	4.0	0.997	0.1	0.997
1.0	0.0	3.009993848387975	404.4604834561975	99716.0	100000.0	4.0	0.997	0.1	0.997
1.0	1.0	1.5977443609022557	26.793233082706767	99716.0	100000.0	4.0	0.997	0.1	0.997
1.0	2.0	2.292134831460674	53.59550561797753	99716.0	100000.0	4.0	0.997	0.1	0.997
1.0	3.0	1.7346938775510203	11.285714285714286	99716.0	100000.0	4.0	0.997	0.1	0.997
1.0	4.0	2.935483870967742	53.12903225806452	99716.0	100000.0	4.0	0.997	0.1	0.997
1.0	5.0	3.3333333333333335	37.666666666666664	99716.0	100000.0	4.0	0.997	0.1	0.997
1.0	6.0	3.176470588235294	37.76470588235294	99716.0	100000.0	4.0	0.997	0.1	0.997
